ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
20298,KINE,5740,1,Lecture,"4","Kevin Cross","TuTh 8:00AM - 9:15AM","Contact Department","Assessment and Intervention of Injury II","",Open,5,20,0
20299,KINE,5750,1,Lecture,"4","Jacob Resch,Michael Higgins","TuTh 9:45AM - 11:00AM","Contact Department","Assessment and Intervention of Concussion, Head and Cervical Spine","",Open,5,20,0
20643,KINE,5760,1,Lecture,"3","Michael Higgins","TuTh 2:00PM - 3:15PM","Ruffner Hall 173","Princples of Strength and Conditioning","",Open,5,20,0
20300,KINE,5765,1,Practicum,"3","Luzita Vela","Tu 11:30AM - 1:00PM","Contact Department","Clinical Practicum III","",Open,5,20,0
16895,KINE,5993,1,Independent Study,"1 - 6","Martin Block","TBA","TBA","Independent Study","",Open,7,30,0
16896,KINE,5993,2,Independent Study,"1 - 6","Barbara Boyce","TBA","TBA","Independent Study","",Open,6,30,0
16897,KINE,5993,3,Independent Study,"1 - 6","David Edwards","TBA","TBA","Independent Study","",Open,0,30,0
16898,KINE,5993,4,Independent Study,"1 - 6","Joseph Hart","TBA","TBA","Independent Study","",Open,0,30,0
16899,KINE,5993,5,Independent Study,"1 - 6","Jay Hertel","TBA","TBA","Independent Study","",Open,0,30,0
16900,KINE,5993,6,Independent Study,"1 - 6","Luke Kelly","TBA","TBA","Independent Study","",Open,0,30,0
16901,KINE,5993,7,Independent Study,"1 - 6","Steven Malin","TBA","TBA","Independent Study","",Open,1,30,0
16902,KINE,5993,8,Independent Study,"1 - 6","Jacob Resch","TBA","TBA","Independent Study","",Open,0,30,0
16903,KINE,5993,9,Independent Study,"1 - 6","Susan Saliba","TBA","TBA","Independent Study","",Open,0,30,0
16904,KINE,5993,10,Independent Study,"1 - 6","Arthur Weltman","TBA","TBA","Independent Study","",Open,2,30,0
17217,KINE,5993,011,Independent Study,"1 - 6","Sibylle Kranz","TBA","TBA","Independent Study","",Open,5,30,0
20301,KINE,6400,1,Lecture,"3","Sibylle Kranz","TuTh 11:00AM - 12:15PM","Physics Bldg 218","Changing Behavior to Improve Diet and Physical Activity","",Open,4,30,0
16883,KINE,7410,1,Lecture,"3","Arthur Weltman","We 3:30PM - 6:00PM","Memorial Gymnasium 213","Principles and Practice of Cardiopulmonary Rehabilitation","",Open,5,30,0
17152,KINE,7620,1,Lecture,"3","Jay Hertel","MoWe 9:30AM - 10:45AM","TBA","Evidence-Based Sports Medicine","",Open,14,20,0
16886,KINE,7630,1,Lecture,"3","Susan Saliba","MoWe 11:00AM - 12:15PM","TBA","Modalities of Athletic Training","",Open,14,20,0
16877,KINE,8620,1,Lecture,"3","Michael Higgins","MoWe 8:00AM - 9:15AM","TBA","Orthopedic Bases of Sports Medicine","",Open,14,15,0
17070,KINE,8630,1,Seminar,"1 - 3","Jay Hertel","MoWe 11:00AM - 11:50AM","Memorial Gymnasium 213","Readings in Sports Medicine Research","",Open,6,10,0
16879,KINE,8980,1,Practicum,"1 - 6","Jay Hertel","We 12:30PM - 1:45PM","Memorial Gymnasium 211","Practicum","",Open,14,16,0
17010,KINE,8980,2,Practicum,"1 - 6","Martin Block","TBA","TBA","Practicum","",Open,11,30,0
17102,KINE,8980,3,Practicum,"1 - 6","Arthur Weltman","TBA","TBA","Practicum","",Open,1,30,0
16979,KINE,8998,1,Independent Study,"1 - 12","Arthur Weltman","TBA","TBA","Master's Research Internship","",Open,0,30,0
16980,KINE,8998,2,Independent Study,"1 - 12","Susan Saliba","TBA","TBA","Master's Research Internship","",Open,0,30,0
16981,KINE,8998,3,Independent Study,"1 - 12","Jay Hertel","TBA","TBA","Master's Research Internship","",Open,0,30,0
16982,KINE,8998,4,Independent Study,"1 - 12","Luke Kelly","TBA","TBA","Master's Research Internship","",Open,0,30,0
16983,KINE,8998,5,Independent Study,"1 - 12","Joseph Hart","TBA","TBA","Master's Research Internship","",Open,0,30,0
16984,KINE,8998,6,Independent Study,"1 - 12","David Edwards","TBA","TBA","Master's Research Internship","",Open,0,30,0
16985,KINE,8998,7,Independent Study,"1 - 12","Martin Block","TBA","TBA","Master's Research Internship","",Open,0,30,0
16986,KINE,8998,8,Independent Study,"1 - 12","Barbara Boyce","TBA","TBA","Master's Research Internship","",Open,0,30,0
16987,KINE,8998,9,Independent Study,"1 - 12","Jacob Resch","TBA","TBA","Master's Research Internship","",Open,0,30,0
16988,KINE,8998,10,Independent Study,"1 - 12","Steven Malin","TBA","TBA","Master's Research Internship","",Open,0,30,0
17013,KINE,8999,1,Independent Study,"1 - 6","Arthur Weltman","TBA","TBA","Master's Thesis","",Open,0,30,0
17014,KINE,8999,2,Independent Study,"1 - 6","Martin Block","TBA","TBA","Master's Thesis","",Open,0,30,0
17015,KINE,8999,3,Independent Study,"1 - 6","Susan Saliba","TBA","TBA","Master's Thesis","",Open,4,30,0
17016,KINE,8999,4,Independent Study,"1 - 6","Luke Kelly","TBA","TBA","Master's Thesis","",Open,0,30,0
17017,KINE,8999,5,Independent Study,"1 - 6","Jay Hertel","TBA","TBA","Master's Thesis","",Open,4,30,0
17018,KINE,8999,6,Independent Study,"1 - 6","Joseph Hart","TBA","TBA","Master's Thesis","",Open,3,30,0
17019,KINE,8999,7,Independent Study,"1 - 6","David Edwards","TBA","TBA","Master's Thesis","",Open,0,30,0
17020,KINE,8999,8,Independent Study,"1 - 6","Barbara Boyce","TBA","TBA","Master's Thesis","",Open,0,30,0
17030,KINE,8999,9,Independent Study,"1 - 6","Jacob Resch","TBA","TBA","Master's Thesis","",Open,3,30,0
16892,KINE,9740,1,Independent Study,"1 - 6","Barbara Boyce","TBA","TBA","Internship in College Teaching or Supervision","",Open,6,10,0
17104,KINE,9740,2,Independent Study,"1 - 6","Martin Block","TBA","TBA","Internship in College Teaching or Supervision","",Open,0,30,0
16943,KINE,9993,1,Independent Study,"1 - 6","Arthur Weltman","TBA","TBA","Independent Study","",Open,0,30,0
16944,KINE,9993,2,Independent Study,"1 - 6","Susan Saliba","TBA","TBA","Independent Study","",Open,0,30,0
16945,KINE,9993,3,Independent Study,"1 - 6","Joseph Hart","TBA","TBA","Independent Study","",Open,0,30,0
16946,KINE,9993,4,Independent Study,"1 - 6","Jay Hertel","TBA","TBA","Independent Study","",Open,0,30,0
16947,KINE,9993,5,Independent Study,"1 - 6","Luke Kelly","TBA","TBA","Independent Study","",Open,0,30,0
16948,KINE,9993,6,Independent Study,"1 - 6","David Edwards","TBA","TBA","Independent Study","",Open,0,30,0
16949,KINE,9993,7,Independent Study,"1 - 6","Martin Block","TBA","TBA","Independent Study","",Open,0,30,0
16950,KINE,9993,8,Independent Study,"1 - 6","Jacob Resch","TBA","TBA","Independent Study","",Open,0,30,0
16951,KINE,9993,9,Independent Study,"1 - 6","Steven Malin","TBA","TBA","Independent Study","",Open,0,30,0
21581,KINE,9993,10,Independent Study,"1 - 6","Sibylle Kranz","TBA","TBA","Independent Study","",Open,0,30,0
22553,KINE,9993,11,Independent Study,"1 - 6","Jason Allen","TBA","TBA","Independent Study","",Open,1,30,0
16952,KINE,9995,1,Independent Study,"1 - 12","Arthur Weltman","TBA","TBA","Independent Research","",Open,0,30,0
16953,KINE,9995,2,Independent Study,"1 - 12","Susan Saliba","TBA","TBA","Independent Research","",Open,0,30,0
16954,KINE,9995,3,Independent Study,"1 - 12","Jay Hertel","TBA","TBA","Independent Research","",Open,0,30,0
16955,KINE,9995,4,Independent Study,"1 - 12","Joseph Hart","TBA","TBA","Independent Research","",Open,0,30,0
16956,KINE,9995,5,Independent Study,"1 - 12","Luke Kelly","TBA","TBA","Independent Research","",Open,0,30,0
16957,KINE,9995,6,Independent Study,"1 - 12","David Edwards","TBA","TBA","Independent Research","",Open,0,30,0
16958,KINE,9995,7,Independent Study,"1 - 12","Martin Block","TBA","TBA","Independent Research","",Open,0,30,0
16959,KINE,9995,8,Independent Study,"1 - 12","Barbara Boyce","TBA","TBA","Independent Research","",Open,0,30,0
16960,KINE,9995,9,Independent Study,"1 - 12","Jacob Resch","TBA","TBA","Independent Research","",Open,0,30,0
16961,KINE,9995,10,Independent Study,"1 - 12","Steven Malin","TBA","TBA","Independent Research","",Open,0,30,0
21582,KINE,9995,11,Independent Study,"1 - 12","Sibylle Kranz","TBA","TBA","Independent Research","",Open,0,30,0
16969,KINE,9998,1,Independent Study,"3 - 12","Arthur Weltman","TBA","TBA","Doctoral Research Apprenticeship","",Open,2,30,0
16970,KINE,9998,2,Independent Study,"3 - 12","Susan Saliba","TBA","TBA","Doctoral Research Apprenticeship","",Open,2,30,0
16971,KINE,9998,3,Independent Study,"3 - 12","Jay Hertel","TBA","TBA","Doctoral Research Apprenticeship","",Open,3,30,0
16972,KINE,9998,4,Independent Study,"3 - 12","Joseph Hart","TBA","TBA","Doctoral Research Apprenticeship","",Open,2,30,0
16973,KINE,9998,5,Independent Study,"3 - 12","Luke Kelly","TBA","TBA","Doctoral Research Apprenticeship","",Open,0,30,0
16974,KINE,9998,6,Independent Study,"3 - 12","David Edwards","TBA","TBA","Doctoral Research Apprenticeship","",Open,0,30,0
16975,KINE,9998,7,Independent Study,"3 - 12","Martin Block","TBA","TBA","Doctoral Research Apprenticeship","",Open,0,30,0
16976,KINE,9998,8,Independent Study,"3 - 12","Barbara Boyce","TBA","TBA","Doctoral Research Apprenticeship","",Open,0,30,0
16977,KINE,9998,9,Independent Study,"3 - 12","Jacob Resch","TBA","TBA","Doctoral Research Apprenticeship","",Open,2,30,0
16978,KINE,9998,10,Independent Study,"3 - 12","Steven Malin","TBA","TBA","Doctoral Research Apprenticeship","",Open,0,30,0
21579,KINE,9998,11,Independent Study,"3 - 12","Sibylle Kranz","TBA","TBA","Doctoral Research Apprenticeship","",Open,0,30,0
16962,KINE,9999,1,Independent Study,"3 - 12","Arthur Weltman","TBA","TBA","Doctoral Dissertation","",Open,1,30,0
16963,KINE,9999,2,Independent Study,"3 - 12","Susan Saliba","TBA","TBA","Doctoral Dissertation","",Open,1,30,0
16964,KINE,9999,3,Independent Study,"3 - 12","Jay Hertel","TBA","TBA","Doctoral Dissertation","",Open,0,30,0
16965,KINE,9999,4,Independent Study,"3 - 12","Joseph Hart","TBA","TBA","Doctoral Dissertation","",Open,0,30,0
16966,KINE,9999,5,Independent Study,"3 - 12","Luke Kelly","TBA","TBA","Doctoral Dissertation","",Open,2,30,0
16967,KINE,9999,6,Independent Study,"3 - 12","David Edwards","TBA","TBA","Doctoral Dissertation","",Open,0,30,0
16968,KINE,9999,7,Independent Study,"3 - 12","Barbara Boyce","TBA","TBA","Doctoral Dissertation","",Open,2,30,0
17031,KINE,9999,8,Independent Study,"3 - 12","Martin Block","TBA","TBA","Doctoral Dissertation","",Open,0,30,0
21580,KINE,9999,9,Independent Study,"3 - 12","Sibylle Kranz","TBA","TBA","Doctoral Dissertation","",Open,0,30,0
11098,KOR,1020,001,Lecture,"4","Yoon Hwa Choi","MoTuWeThFr 10:00AM - 10:50AM","New Cabell Hall 191","Elementary Korean II","",Open,18,20,0
15065,KOR,1020,002,Lecture,"4","Yoon Hwa Choi","MoTuWeThFr 11:00AM - 11:50AM","New Cabell Hall 191","Elementary Korean II","",Open,19,20,0
11578,KOR,2020,001,Lecture,"4","Junghee Kim","MoTuWeThFr 10:00AM - 10:50AM","New Cabell Hall 415","Intermediate Korean II","",Open,13,15,0
15066,KOR,2020,002,Lecture,"4","Junghee Kim","MoTuWeThFr 11:00AM - 11:50AM","New Cabell Hall 415","Intermediate Korean II","",Closed,16,15,0
13663,KOR,3015,001,Lecture,"1","Yoon Hwa Choi","TBA","TBA","Language House Conversation","",Open,6,30,0
11099,KOR,3020,001,Lecture,"3","Junghee Kim","MoWeFr 1:00PM - 1:50PM","New Cabell Hall 036","Advanced Korean II","",Open,8,15,0
15067,KOR,4020,001,Lecture,"3","Yoon Hwa Choi","MoWeFr 1:00PM - 1:50PM","New Cabell Hall 315","Advanced Readings in Modern Korean II","",Open,9,12,0
16124,LAR,5130,001,Lecture,"3","Jeremy Foster","TuTh 9:30AM - 10:45AM","Campbell Hall 158","Adv History of Landscape Design II","",Open,33,90,0
16309,LAR,5140,001,Lecture,"3","Elizabeth Meyer","Tu 9:30AM - 12:00PM","Campbell Hall 425","Theories of Modern Landscape Architecture","",Open,12,20,0
19991,LAR,5140,002,Lecture,"3","Elizabeth Meyer","Tu 3:30PM - 6:00PM","Campbell Hall 425","Theories of Modern Landscape Architecture","",Open,13,20,0
16075,LAR,5200,001,Lecture,"3","Reuben Rainey","Th 2:00PM - 5:00PM","Campbell Hall 135","Adv Healing Spaces","",Open,23,24,0
16125,LAR,5230,001,Lecture,"3","Joseph Keller","Th 3:30PM - 6:00PM","Campbell Hall 220C","Cultural Landscapes","",Open,11,16,0
16121,LAR,5280,001,Seminar,"3","Karen Firehock","We 9:00AM - 11:45AM","Campbell Hall 302A","Green Cities/Green Sites","",Closed,10,10,0
16319,LAR,5500,001,Lecture,"3","Jennifer Roe","We 8:30AM - 11:00AM","McLeod Hall 2004","Special Topics in Landscape Architecture","Healthy Cities",Open,3,5,0
16173,LAR,5590,001,Seminar,"3","Zaneta Hong","Fr 9:00AM - 11:30AM","Campbell Hall 302A","Faculty Research Seminar","Material Latitudes",Open,7,20,0
19992,LAR,5590,002,Seminar,"3","Guoping Huang,Nancy Takahashi","Mo 11:00AM - 12:15PM","Campbell Hall 325","Faculty Research Seminar","Uniting City + Landscape Ghana",Closed,7,20,0
19993,LAR,5590,003,Seminar,"3","Michael Goetz","Tu 6:00PM - 8:30PM","Campbell Hall 220B","Faculty Research Seminar","Unfolding Landscape Strategy",Open,0,20,0
16076,LAR,5993,001,Independent Study,"1 - 3","Julie Bargmann","TBA","TBA","Advanced Independent Research","",Open,1,2,0
16229,LAR,5993,002,Independent Study,"1 - 3","Elizabeth Meyer","TBA","TBA","Advanced Independent Research","",Open,0,5,0
16259,LAR,5993,003,Independent Study,"1 - 3","Alexander Wall","TBA","TBA","Advanced Independent Research","",Open,0,2,0
16367,LAR,5993,004,Independent Study,"1 - 3","Bradley Cantrell","TBA","TBA","Advanced Independent Research","",Open,0,3,0
16371,LAR,5993,005,Independent Study,"1 - 3","Teresa Gali Izard","TBA","TBA","Advanced Independent Research","",Open,0,1,0
22048,LAR,5993,006,Independent Study,"1 - 3","Zaneta Hong","TBA","TBA","Advanced Independent Research","",Open,1,5,0
16098,LAR,6020,001,Studio,"6","Andrea Hansen,Emma Mendel","MoWe 1:00PM - 4:45PM","Campbell Hall 401","Foundation Studio II","",Open,27,30,0
19986,LAR,6212,001,Lecture,"3","Zaneta Hong","We 9:00AM - 11:30AM","Campbell Hall 135","EcoTech II","",Open,27,36,0
16275,LAR,6414,001,Lecture,"3","Michael Goetz","Fr 3:30PM - 6:00PM","Campbell Hall 105","Digital Practices II","",Open,27,30,0
16274,LAR,7020,001,Studio,"6","Leena Cho","MoFr 1:00PM - 4:45PM","Campbell Hall 401","Foundation Studio III","",Open,12,25,0
22537,LAR,7020,002,Studio,"6","Alexander Wall","MoFr 1:00PM - 5:45PM","Campbell Hall 401","Foundation Studio III","",Open,12,30,0
16310,LAR,7213,001,Lecture,"3","Andrea Hansen,Emma Mendel","We 9:00AM - 11:30AM","Campbell Hall 425","EcoTech III","",Open,17,20,0
16312,LAR,7214,001,Lecture,"3","Julie Bargmann","Mo 9:00AM - 11:30AM","Campbell Hall 405","EcoTech IV","",Open,8,20,0
19985,LAR,7416,001,Lecture,"1","Bradley Cantrell","Tu 12:30PM - 1:30PM","Campbell Hall 220C","Digital Practices IV","",Open,17,30,0
16212,LAR,7993,001,Independent Study,"1 - 3","Staff","TBA","TBA","Independent Study","",Open,0,2,0
16341,LAR,7993,002,Independent Study,"1 - 3","Teresa Gali Izard","TBA","TBA","Independent Study","",Open,0,5,0
16352,LAR,7993,003,Independent Study,"1 - 3","Margarita Jover Biboum","TBA","TBA","Independent Study","",Open,0,2,0
21827,LAR,8020,001,Studio,"6","Bradley Cantrell","Mo 12:00PM - 5:30PM","Campbell Hall 401","Foundation Studio IV","",Open,8,30,0
16311,LAR,8102,001,Seminar,"1","Jeremy Foster","We 2:30PM - 3:20PM","Campbell Hall 302A","Design Research Methods","",Closed,24,20,0
16325,LAR,8140,001,Lecture,"3","Elizabeth Meyer","Tu 9:30AM - 12:00PM","Campbell Hall 425","Adv Theories of Modern Landscape Architecture","",Open,0,1,0
16077,LAR,8800,001,Independent Study,"3","Julie Bargmann","TBA","TBA","Teaching Experience","",Open,0,2,0
16339,LAR,8800,002,Independent Study,"3","Teresa Gali Izard","TBA","TBA","Teaching Experience","",Open,0,2,0
22152,LAR,8800,003,Independent Study,"3","Elizabeth Meyer","TBA","TBA","Teaching Experience","",Open,1,2,0
22162,LAR,8800,004,Independent Study,"3","Charlotte Black","TBA","TBA","Teaching Experience","",Closed,1,1,0
16081,LAR,8993,001,Independent Study,"1 - 4","Bradley Cantrell","TBA","TBA","Independent Study","",Open,0,2,0
16116,LAR,8999,001,Independent Study,"3 - 12","Bradley Cantrell","TBA","TBA","Non-Topical Research","",Open,0,2,0
14115,LASE,3111,001,Seminar,"3","Margaret Gardiner","TuTh 2:00PM - 3:15PM","The Rotunda Room 150","Skills of Scholarship","",Open,13,20,0
14116,LASE,3111,002,Seminar,"3","Margaret Gardiner","MoWe 2:00PM - 3:15PM","The Rotunda Room 152","Skills of Scholarship","",Open,14,20,0
14117,LASE,3111,003,Seminar,"3","Corin Fox","TuTh 11:00AM - 12:15PM","New Cabell Hall 411","Skills of Scholarship","",Open,16,20,0
14118,LASE,3111,004,Seminar,"3","Corin Fox","TuTh 12:30PM - 1:45PM","New Cabell Hall 411","Skills of Scholarship","",Open,14,20,0
19876,LASE,3500,003,Seminar,"3","Vikram Jaswal","TuTh 9:30AM - 10:45AM","The Rotunda Room 152","Civic and Community Engagement","Science-Lived Exper Autism II",Open,8,10,0
19877,LASE,3500,004,Seminar,"3","David Edmunds","Mo 3:30PM - 6:00PM","New Cabell Hall 332","Civic and Community Engagement","Engag Learn-Glob/Loc Dev II",Open,0,10,0
19878,LASE,3500,005,Seminar,"3","Andrew Kahrl,Sarah Milov","TuTh 9:30AM - 10:45AM","Minor Hall 130","Civic and Community Engagement","All Politics is Local II",Closed,9,10,0
20779,LASE,3559,001,Seminar,"3","Matthew Davis","TuTh 12:30PM - 1:45PM","The Rotunda Room 152","New Course:  LASE","Writing and the World of Work",Closed,14,14,0
14004,LAST,2050,001,Seminar,"4","Eli Carter","Mo 6:00PM - 8:30PM","New Cabell Hall 407","Latin American Interdisciplinary Seminar","",Open,15,25,0
21816,LAST,4993,001,Independent Study,"3","Thomas Klubock","TBA","TBA","Majors Thesis, Independent Studies","",Open,0,5,0
11100,LAST,4999,001,Independent Study,"3","Thomas Klubock","TBA","TBA","Majors Thesis, Independent Studies","",Open,0,5,0
11101,LATI,1020,100,Lecture,"4","Daniel Moore","MoWeFr 11:00AM - 11:50AM","Maury Hall 115","Elementary Latin II","",Open,43,60,0
11102,LATI,1020,101,Discussion,"0","Christina Boltsi","TuTh 9:30AM - 10:45AM","Gilmer Hall 225","Elementary Latin II","",Open,18,20,0
11103,LATI,1020,102,Discussion,"0","Catherine Daun","TuTh 11:00AM - 12:15PM","Wilson Hall 244","Elementary Latin II","",Open,9,20,0
11104,LATI,1020,103,Discussion,"0","Harry Crusemire","TuTh 5:00PM - 6:15PM","New Cabell Hall 309","Elementary Latin II","",Open,16,20,0
14792,LATI,2010,001,Lecture,"3","Barbara Blythe","MoWeFr 11:00AM - 11:50AM","New Cabell Hall 407","Intermediate Latin I","",Open,22,25,0
11106,LATI,2020,001,Lecture,"3","Daniel Moore","MoWeFr 9:00AM - 9:50AM","Cocke Hall 101","Intermediate Latin II","",Open,14,20,0
11107,LATI,2020,002,Lecture,"3","Celia Campbell","MoWeFr 10:00AM - 10:50AM","Gilmer Hall 225","Intermediate Latin II","",Open,17,20,0
14014,LATI,2020,003,Lecture,"3","Celia Campbell","MoWeFr 1:00PM - 1:50PM","New Cabell Hall 207","Intermediate Latin II","",Closed,21,20,0
19294,LATI,3559,001,Lecture,"3","Celia Campbell","MoWeFr 2:00PM - 2:50PM","New Cabell Hall 207","New Course in Latin","Senecan Drama",Open,14,20,0
21356,LATI,3559,002,Lecture,"3","Coulter George","MoWeFr 11:00AM - 11:50AM","Ruffner Hall 173","New Course in Latin","Cicero and Tacitus on Oratory",Open,6,20,0
21358,LATI,3559,003,Lecture,"3","Barbara Blythe","MoWeFr 1:00PM - 1:50PM","New Cabell Hall 332","New Course in Latin","Petronius",Closed,21,20,0
19296,LATI,4559,001,Lecture,"3","Karen Myers","TuTh 2:00PM - 3:15PM","New Cabell Hall 489","New Course in Latin","Ovid",Open,17,20,0
22158,LATI,4999,001,Independent Study,"3","Bradford Hays","TBA","TBA","Latin Distinguished Majors Thesis Writing","",Open,0,20,0
21600,LATI,5559,001,Lecture,"3","John Miller","MoWe 2:00PM - 3:15PM","Gibson Hall 241","New Course in Latin","Ovid's Later Elegies",Open,8,15,0
21604,LATI,5559,002,Lecture,"3","Bradford Hays","TuTh 2:00PM - 3:15PM","Cocke Hall B014","New Course in Latin","Statius",Closed,10,9,0
22487,LATI,5993,001,Independent Study,"3","Karen Myers","TBA","TBA","Independent Study","",Open,1,5,0
13479,LATI,8998,001,Independent Study,"1 - 12","John Miller","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,3,15,0
11108,LATI,9998,001,Independent Study,"1 - 12","John Miller","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,4,15,0
11109,LATI,9999,001,Independent Study,"1 - 12","Bradford Hays","TBA","TBA","Non-Topical Research","",Open,0,15,0
14015,LATI,9999,005,Independent Study,"1 - 12","Karen Myers","TBA","TBA","Non-Topical Research","",Open,0,15,0
14016,LATI,9999,006,Independent Study,"1 - 12","John Miller","TBA","TBA","Non-Topical Research","",Open,1,15,0
15683,LATI,9999,007,Independent Study,"1 - 12","Coulter George","TBA","TBA","Non-Topical Research","",Open,0,15,0
10365,LAW,6001,1A,Lecture,"4","Charles Barzun","MoTuTh 10:00AM - 11:20AM","Withers-Brown Hall 103","Constitutional Law","",Open,33,34,0
10364,LAW,6001,2B,Lecture,"4","Kim Forde-Mazrui","TuThFr 10:00AM - 11:20AM","Withers-Brown Hall 105","Constitutional Law","",Closed,34,33,0
